PAO1_gene_id	annotation
PA3958	core
PA3959	core
PA3960	core
PA3961	core
PA3962	core
PA3963	core
PA3964	core
PA3965	core
PA3966	core
PA3967	core
PA3968	core
PA3969	core
PA3970	core
PA3971	core
PA3972	core
PA3973	core
PA3974	accessory
PA3975	core
PA3976	core
PA3977	core
PA3978	core
PA3979	core
PA3980	core
PA3981	core
PA3982	core
PA3983	core
PA3984	core
PA3985	core
PA3986	core
PA3987	core
PA3988	core
PA3989	core
PA3990	core
PA3991	core
PA3992	core
PA3994	core
PA3995	core
PA3996	core
PA3997	core
PA3998	core
PA3999	core
PA4000	core
PA4001	core
PA4002	core
PA4003	core
PA4004	core
PA4005	core
PA4006	core
PA4007	core
PA4008	core
PA4009	core
PA4010	core
PA4011	core
PA4012	core
PA4013	core
PA4014	core
PA4015	core
PA4016	core
PA4017	core
PA4018	core
PA4019	core
PA4020	core
PA4021	core
PA4023	core
PA4024	core
PA4025	core
PA4026	core
PA4027	core
PA4028	accessory
PA4029	core
PA4030	core
PA4031	core
PA4032	core
PA4033	core
PA4034	core
PA4035	core
PA4036	core
PA4037	core
PA4038	core
PA4039	core
PA4040	core
PA4041	core
PA4042	core
PA4043	core
PA4044	core
PA4045	core
PA4046	core
PA4047	core
PA4048	core
PA4049	core
PA4050	core
PA4051	core
PA4052	core
PA4053	core
PA4054	core
PA4055	core
PA4056	core
PA4057	core
PA4058	core
PA4059	accessory
PA4060	core
PA4061	core
PA4062	core
PA4063	core
PA4064	core
PA4065	core
PA4066	core
PA4067	core
PA4068	core
PA4069	core
PA4070	core
PA4071	core
PA4072	core
PA4073	core
PA4074	core
PA4075	core
PA4076	core
PA4077	core
PA4078	core
PA4079	core
PA4080	core
PA4081	core
PA4082	core
PA4083	core
PA4084	core
PA4085	core
PA4086	core
PA4087	core
PA4088	core
PA4089	core
PA4090	core
PA4091	core
PA4092	core
PA4093	core
PA4094	core
PA4095	core
PA4096	core
PA4097	core
PA4098	core
PA4099	core
PA4100	core
PA4101	accessory
PA4102	accessory
PA4103	accessory
PA4104	accessory
PA4105	accessory
PA4106	accessory
PA4107	accessory
PA4108	core
PA4109	core
PA4110	core
PA4111	core
PA4112	core
PA4113	core
PA4114	core
PA4115	core
PA4116	core
PA4117	core
PA4118	core
PA4119	core
PA4120	core
PA4121	core
PA4122	core
PA4123	core
PA4124	core
PA4125	core
PA4126	core
PA4127	core
PA4128	core
PA4129	core
PA4130	core
PA4131	core
PA4132	core
PA4133	core
PA4134	core
PA4135	core
PA4136	core
PA4137	core
PA4138	core
PA4139	core
PA4140	core
PA4141	core
PA4142	core
PA4143	core
PA4144	core
PA4145	core
PA4146	accessory
PA4147	core
PA4148	core
PA4149	core
PA4150	core
PA4151	core
PA4152	core
PA4153	core
PA4154	core
PA4155	core
PA4156	core
PA4157	core
PA4158	core
PA4159	core
PA4160	core
PA4161	core
PA4162	core
PA4163	core
PA4164	core
PA4165	core
PA4166	core
PA4167	core
PA4168	core
PA4169	core
PA4170	core
PA4171	core
PA4172	core
PA4173	core
PA4174	core
PA4175	core
PA4176	core
PA4177	core
PA4178	core
PA4179	core
PA4180	core
PA4181	core
PA4182	core
PA4183	core
PA4184	core
PA4185	core
PA4186	core
PA4187	core
PA4188	core
PA4189	core
PA4190	core
PA4191	accessory
PA4192	accessory
PA4193	accessory
PA4194	accessory
PA4195	accessory
PA4196	core
PA4197	core
PA4198	core
PA4199	core
PA4200	core
PA4201	core
PA4202	core
PA4203	core
PA4204	core
PA4205	core
PA4206	core
PA4207	core
PA4208	core
PA4209	core
PA4210	core
PA4211	core
PA4217	core
PA4218	core
PA4219	core
PA4220	core
PA4221	core
PA4222	core
PA4223	core
PA4224	core
PA4225	core
PA4226	core
PA4227	core
PA4228	core
PA4229	core
PA4230	core
PA4231	core
PA4232	core
PA4233	core
PA4234	core
PA4235	core
PA4236	core
PA4237	core
PA4238	core
PA4239	core
PA4240	core
PA4241	core
PA4242	core
PA4243	core
PA4244	core
PA4245	core
PA4246	core
PA4247	core
PA4248	core
PA4249	core
PA4250	core
PA4251	core
PA4252	core
PA4253	core
PA4254	core
PA4255	core
PA4256	core
PA4257	core
PA4258	core
PA4259	core
PA4260	core
PA4261	core
PA4262	core
PA4263	core
PA4264	core
PA4265	core
PA4266	core
PA4267	core
PA4268	core
PA4269	core
PA4270	core
PA4271	core
PA4272	core
PA4273	core
PA4274	core
PA4275	core
PA4276	core
PA4278	core
PA4279	core
PA4280	core
PA4281	core
PA4282	core
PA4283	core
PA4284	core
PA4285	core
PA4286	core
PA4287	core
PA4288	core
PA4289	core
PA4290	core
PA4291	core
PA4292	core
PA4293	core
PA4294	core
PA4295	core
PA4296	core
PA4297	core
PA4298	core
PA4299	core
PA4300	core
PA4301	core
PA4302	core
PA4303	core
PA4304	core
PA4305	core
PA4306	core
PA4307	core
PA4308	core
PA4309	core
PA4310	core
PA4311	core
PA4312	core
PA4313	core
PA4314	core
PA4315	core
PA4316	core
PA4317	core
PA4318	core
PA4319	core
PA4320	core
PA4321	core
PA4322	core
PA4323	core
PA4324	core
PA4325	core
PA4326	core
PA4327	core
PA4328	core
PA4329	core
PA4330	core
PA4331	core
PA4332	core
PA4333	core
PA4334	core
PA4335	core
PA4336	core
PA4337	core
PA4338	core
PA4339	core
PA4340	core
PA4341	core
PA4342	core
PA4343	core
PA4344	core
PA4345	core
PA4346	core
PA4347	core
PA4348	core
PA4349	core
PA4350	core
PA4351	core
PA4352	core
PA4353	core
PA4354	core
PA4355	core
PA4356	core
PA4357	core
PA4358	core
PA4359	core
PA4360	core
PA4361	core
PA4362	core
PA4363	core
PA4364	core
PA4365	core
PA4366	core
PA4367	core
PA4368	core
PA4369	core
PA4370	core
PA4371	core
PA4372	core
PA4373	core
PA4374	core
PA4375	core
PA4376	core
PA4377	core
PA4378	core
PA4379	core
PA4380	core
PA4381	core
PA4382	core
PA4383	core
PA4384	core
PA4385	core
PA4386	core
PA4387	core
PA4388	core
PA4389	core
PA4390	core
PA4391	core
PA4392	core
PA4393	core
PA4394	core
PA4395	core
PA4396	core
PA4397	core
PA4398	core
PA4399	core
PA4400	core
PA4401	core
PA4402	core
PA4403	core
PA4404	core
PA4405	core
PA4406	core
PA4407	core
PA4408	core
PA4409	core
PA4410	core
PA4411	core
PA4412	core
PA4413	core
PA4414	core
PA4415	core
PA4416	core
PA4417	core
PA4418	core
PA4419	core
PA4420	core
PA4421	core
PA4422	core
PA4423	core
PA4424	core
PA4425	core
PA4426	core
PA4427	core
PA4428	core
PA4429	core
PA4430	core
PA4431	core
PA4432	core
PA4433	core
PA4434	core
PA4435	accessory
PA4436	core
PA4437	core
PA4438	core
PA4439	core
PA4440	core
PA4441	core
PA4442	core
PA4443	core
PA4444	core
PA4445	core
PA4446	core
PA4447	core
PA4448	core
PA4449	core
PA4450	core
PA4451	core
PA4452	core
PA4453	core
PA4454	core
PA4455	core
PA4456	core
PA4457	core
PA4458	core
PA4459	core
PA4460	core
PA4461	core
PA4462	core
PA4463	core
PA4464	core
PA4465	core
PA4466	core
PA4467	core
PA4468	core
PA4469	core
PA4470	core
PA4471	core
PA4472	core
PA4473	core
PA4474	core
PA4475	core
PA4476	core
PA4477	core
PA4478	core
PA4479	core
PA4480	core
PA4481	core
PA4482	core
PA4483	core
PA4484	core
PA4485	core
PA4486	core
PA4487	core
PA4488	core
PA4489	core
PA4490	core
PA4491	core
PA4492	core
PA4493	core
PA4494	core
PA4495	core
PA4496	core
PA4497	core
PA4498	core
PA4499	core
PA4500	core
PA4501	core
PA4502	core
PA4503	core
PA4504	core
PA4505	core
PA4506	core
PA4507	core
PA4508	core
PA4509	core
PA4510	core
PA4511	core
PA4512	core
PA4513	core
PA4514	core
PA4515	core
PA4516	core
PA4517	core
PA4518	core
PA4519	core
PA4520	core
PA4521	core
PA4522	core
PA4523	core
PA4524	core
PA4525	core
PA4526	core
PA4527	accessory
PA4528	core
PA4529	core
PA4530	core
PA4531	core
PA4532	core
PA4533	core
PA4534	core
PA4535	core
PA4536	core
PA4537	core
PA4538	core
PA4539	core
PA4540	core
PA4541	accessory
PA4542	core
PA4543	core
PA4544	core
PA4545	core
PA4546	core
PA4547	core
PA4548	core
PA4549	accessory
PA4550	core
PA4551	accessory
PA4552	core
PA4553	core
PA4554	core
PA4555	accessory
PA4556	core
PA4557	core
PA4558	core
PA4559	core
PA4560	core
PA4561	core
PA4562	core
PA4563	core
PA4564	core
PA4565	core
PA4566	core
PA4567	core
PA4568	core
PA4569	core
PA4570	core
PA4571	core
PA4572	core
PA4573	core
PA4574	core
PA4575	core
PA4576	core
PA4577	core
PA4578	core
PA4579	core
PA4580	core
PA4581	core
PA4582	core
PA4583	core
PA4584	core
PA4585	core
PA4586	core
PA4587	core
PA4588	core
PA4589	core
PA4590	core
PA4591	core
PA4592	core
PA4593	core
PA4594	core
PA4595	core
PA4596	core
PA4597	core
PA4598	core
PA4599	core
PA4600	core
PA4601	core
PA4602	core
PA4603	core
PA4604	core
PA4605	core
PA4606	core
PA4607	core
PA4608	core
PA4609	core
PA4610	core
PA4611	core
PA4612	core
PA4613	core
PA4614	core
PA4615	core
PA4616	core
PA4617	core
PA4618	core
PA4619	core
PA4620	core
PA4621	core
PA4622	core
PA4623	accessory
PA4624	core
PA4625	core
PA4626	core
PA4627	core
PA4628	core
PA4629	core
PA4630	core
PA4631	core
PA4632	core
PA4633	core
PA4634	core
PA4635	core
PA4636	core
PA4637	core
PA4638	accessory
PA4639	core
PA4640	core
PA4641	accessory
PA4642	core
PA4643	core
PA4644	core
PA4645	core
PA4646	core
PA4647	core
PA4648	core
PA4649	core
PA4650	core
PA4651	core
PA4652	core
PA4653	core
PA4654	core
PA4655	core
PA4656	core
PA4657	core
PA4658	core
PA4659	core
PA4660	core
PA4661	core
PA4662	core
PA4663	core
PA4664	core
PA4665	core
PA4666	core
PA4667	core
PA4668	core
PA4669	core
PA4670	core
PA4671	core
PA4672	core
PA4673	core
PA4674	core
PA4675	core
PA4676	core
PA4677	core
PA4678	core
PA4679	core
PA4680	core
PA4681	core
PA4682	core
PA4683	core
PA4684	core
PA4685	core
PA4686	core
PA4687	core
PA4688	core
PA4689	core
PA4690	accessory
PA4691	core
PA4692	core
PA4693	core
PA4694	core
PA4695	core
PA4696	core
PA4697	core
PA4698	core
PA4699	core
PA4700	core
PA4701	core
PA4702	core
PA4703	core
PA4704	core
PA4705	core
PA4706	core
PA4707	core
PA4708	core
PA4709	core
PA4710	core
PA4711	core
PA4712	core
PA4713	core
PA4714	core
PA4715	core
PA4716	core
PA4717	core
PA4718	core
PA4719	core
PA4720	core
PA4721	core
PA4722	core
PA4723	core
PA4724	core
PA4725	core
PA4726	core
PA4727	core
PA4728	core
PA4729	core
PA4730	core
PA4731	core
PA4732	core
PA4733	core
PA4734	core
PA4735	core
PA4736	core
PA4737	core
PA4738	core
PA4739	core
PA4740	core
PA4741	core
PA4742	core
PA4743	core
PA4744	core
PA4745	core
PA4746	core
PA4747	core
PA4748	core
PA4749	core
PA4750	core
PA4751	core
PA4752	core
PA4753	core
PA4754	core
PA4755	core
PA4756	core
PA4757	core
PA4758	core
PA4759	core
PA4760	core
PA4761	core
PA4762	core
PA4763	core
PA4764	core
PA4765	core
PA4766	core
PA4767	core
PA4768	core
PA4769	core
PA4770	core
PA4771	core
PA4772	core
PA4773	core
PA4774	core
PA4775	core
PA4776	core
PA4777	core
PA4778	core
PA4779	core
PA4780	core
PA4781	core
PA4782	core
PA4783	core
PA4784	core
PA4785	core
PA4786	core
PA4787	core
PA4788	core
PA4789	core
PA4790	core
PA4791	core
PA4792	core
PA4793	core
PA4794	core
PA4795	core
PA4796	core
PA4798	core
PA4799	core
PA4800	core
PA4801	core
PA4802	accessory
PA4803	core
PA4804	core
PA4805	core
PA4806	core
PA4807	core
PA4808	core
PA4809	core
PA4810	core
PA4811	core
PA4812	accessory
PA4813	core
PA4814	core
PA4815	core
PA4816	core
PA4817	core
PA4818	core
PA4819	core
PA4820	core
PA4821	core
PA4822	core
PA4823	core
PA4824	core
PA4825	core
PA4826	core
PA4827	core
PA4828	core
PA4829	core
PA4830	core
PA4831	core
PA4832	core
PA4833	core
PA4834	core
PA4835	core
PA4836	core
PA4837	core
PA4838	core
PA4839	core
PA4840	core
PA4841	core
PA4842	core
PA4843	core
PA4844	core
PA4845	core
PA4846	core
PA4847	core
PA4848	core
PA4849	core
PA4850	core
PA4851	core
PA4852	core
PA4853	core
PA4854	core
PA4855	core
PA4856	core
PA4857	core
PA4858	core
PA4859	core
PA4860	core
PA4861	core
PA4862	core
PA4863	core
PA4864	core
PA4865	core
PA4866	core
PA4867	core
PA4868	core
PA4869	core
PA4870	core
PA4871	core
PA4872	core
PA4873	core
PA4874	core
PA4875	core
PA4876	core
PA4877	core
PA4878	core
PA4879	core
PA4880	core
PA4881	core
PA4882	core
PA4883	core
PA4884	core
PA4885	core
PA4886	core
PA4887	core
PA4888	core
PA4889	core
PA4890	core
PA4891	core
PA4892	core
PA4893	core
PA4894	core
PA4895	core
PA4896	core
PA4897	core
PA4898	core
PA4899	core
PA4900	core
PA4901	core
PA4902	core
PA4903	core
PA4904	core
PA4905	core
PA4906	core
PA4907	core
PA4908	core
PA4909	core
PA4910	core
PA4911	core
PA4912	core
PA4913	core
PA4914	core
PA4915	core
PA4916	core
PA4917	core
PA4918	core
PA4919	core
PA4920	core
PA4921	core
PA4922	core
PA4923	core
PA4924	core
PA4925	core
PA4926	core
PA4927	core
PA4928	core
PA4929	core
PA4930	core
PA4931	core
PA4932	core
PA4933	core
PA4934	core
PA4935	core
PA4936	core
PA4937	core
PA4938	core
PA4939	core
PA4940	core
PA4941	core
PA4942	core
PA4943	core
PA4944	core
PA4945	core
PA4946	core
PA4947	core
PA4948	core
PA4949	core
PA4950	core
PA4951	core
PA4952	core
PA4953	core
PA4954	core
PA4955	core
PA4956	core
PA4957	core
PA4958	core
PA4959	core
PA4960	core
PA4961	core
PA4962	core
PA4963	core
PA4964	core
PA4965	core
PA4966	core
PA4967	core
PA4968	core
PA4969	core
PA4970	core
PA4971	core
PA4972	core
PA4973	core
PA4974	core
PA4975	core
PA4976	core
PA4977	core
PA4978	core
PA4979	core
PA4980	core
PA4981	core
PA4982	core
PA4983	core
PA4984	core
PA4985	core
PA4986	core
PA4987	core
PA4988	core
PA4989	core
PA4990	core
PA4991	core
PA4992	core
PA4993	core
PA4994	core
PA4995	core
PA4996	core
PA4997	core
PA4998	core
PA4999	core
PA5000	core
PA5001	core
PA5002	core
PA5003	core
PA5004	core
PA5005	core
PA5006	core
PA5007	core
PA5008	core
PA5009	core
PA5010	core
PA5011	core
PA5012	core
PA5013	core
PA5014	core
PA5015	core
PA5016	core
PA5017	core
PA5018	core
PA5019	core
PA5020	core
PA5021	core
PA5022	core
PA5023	core
PA5024	core
PA5025	core
PA5026	core
PA5027	core
PA5028	core
PA5029	core
PA5030	core
PA5031	core
PA5032	core
PA5033	core
PA5034	core
PA5035	core
PA5036	core
PA5037	core
PA5038	core
PA5039	core
PA5040	core
PA5041	core
PA5042	core
PA5043	core
PA5044	core
PA5045	core
PA5046	core
PA5047	core
PA5048	core
PA5049	core
PA5050	core
PA5051	core
PA5052	core
PA5053	core
PA5054	core
PA5055	core
PA5056	core
PA5057	core
PA5058	core
PA5059	core
PA5060	accessory
PA5061	core
PA5062	core
PA5063	core
PA5064	core
PA5065	core
PA5066	core
PA5067	core
PA5068	core
PA5069	core
PA5070	core
PA5071	core
PA5072	core
PA5073	core
PA5074	core
PA5075	core
PA5076	core
PA5077	core
PA5078	core
PA5079	core
PA5080	core
PA5081	core
PA5082	core
PA5083	core
PA5084	core
PA5085	core
PA5086	accessory
PA5087	core
PA5088	core
PA5089	core
PA5090	core
PA5091	core
PA5092	core
PA5093	core
PA5094	core
PA5095	core
PA5096	core
PA5097	core
PA5098	core
PA5099	core
PA5100	core
PA5101	core
PA5102	core
PA5103	core
PA5104	core
PA5105	core
PA5106	core
PA5107	core
PA5108	core
PA5109	core
PA5110	core
PA5111	core
PA5112	core
PA5113	core
PA5114	core
PA5115	core
PA5116	core
PA5117	core
PA5118	core
PA5119	core
PA5120	core
PA5121	core
PA5122	core
PA5123	core
PA5124	core
PA5125	core
PA5126	core
PA5127	core
PA5128	core
PA5129	core
PA5130	core
PA5131	core
PA5132	core
PA5133	core
PA5134	core
PA5135	core
PA5136	core
PA5137	core
PA5138	core
PA5139	core
PA5140	core
PA5141	core
PA5142	core
PA5143	core
PA5144	core
PA5145	core
PA5146	core
PA5147	core
PA5148	core
PA5149	accessory
PA5150	core
PA5151	core
PA5152	core
PA5153	core
PA5154	core
PA5155	core
PA5156	core
PA5157	core
PA5158	core
PA5159	core
PA5160	core
PA5161	core
PA5162	core
PA5163	core
PA5164	core
PA5165	core
PA5166	core
PA5167	core
PA5168	core
PA5169	core
PA5170	core
PA5171	core
PA5172	core
PA5173	core
PA5174	core
PA5175	core
PA5176	core
PA5177	core
PA5178	core
PA5179	core
PA5180	core
PA5181	core
PA5182	core
PA5183	core
PA5184	core
PA5185	core
PA5186	core
PA5187	core
PA5188	core
PA5189	core
PA5190	core
PA5191	core
PA5192	core
PA5193	core
PA5194	core
PA5195	core
PA5196	core
PA5197	core
PA5198	core
PA5199	core
PA5200	core
PA5201	core
PA5202	core
PA5203	core
PA5204	core
PA5205	core
PA5206	core
PA5207	core
PA5208	core
PA5209	core
PA5210	core
PA5211	core
PA5212	core
PA5213	core
PA5214	core
PA5215	core
PA5216	core
PA5217	core
PA5218	core
PA5219	core
PA5220	core
PA5221	core
PA5222	core
PA5223	core
PA5224	core
PA5225	core
PA5226	core
PA5227	core
PA5228	core
PA5229	core
PA5230	core
PA5231	core
PA5232	core
PA5233	core
PA5234	core
PA5235	core
PA5236	core
PA5237	core
PA5238	core
PA5239	core
PA5240	core
PA5241	core
PA5242	core
PA5243	core
PA5244	core
PA5245	core
PA5246	core
PA5247	core
PA5248	core
PA5249	core
PA5250	core
PA5251	core
PA5252	core
PA5253	accessory
PA5254	core
PA5255	core
PA5256	core
PA5257	core
PA5258	core
PA5259	core
PA5260	core
PA5261	core
PA5262	core
PA5263	core
PA5264	accessory
PA5265	accessory
PA5266	core
PA5268	core
PA5269	core
PA5270	core
PA5271	core
PA5272	core
PA5273	core
PA5274	core
PA5275	core
PA5276	core
PA5277	core
PA5278	core
PA5279	core
PA5280	core
PA5281	core
PA5282	core
PA5283	core
PA5284	core
PA5285	core
PA5286	core
PA5287	core
PA5288	core
PA5289	core
PA5290	core
PA5291	core
PA5292	core
PA5293	core
PA5294	core
PA5295	core
PA5296	core
PA5297	core
PA5298	core
PA5299	core
PA5300	core
PA5301	core
PA5302	core
PA5303	core
PA5304	core
PA5305	core
PA5306	core
PA5307	core
PA5308	core
PA5309	core
PA5310	core
PA5311	core
PA5312	core
PA5313	core
PA5314	core
PA5315	core
PA5316	core
PA5317	core
PA5318	core
PA5319	core
PA5320	core
PA5321	core
PA5322	core
PA5323	core
PA5324	core
PA5325	core
PA5326	core
PA5327	core
PA5328	core
PA5329	core
PA5330	core
PA5331	core
PA5332	core
PA5333	core
PA5334	core
PA5335	core
PA5336	core
PA5337	core
PA5338	core
PA5339	core
PA5340	core
PA5341	core
PA5342	core
PA5343	core
PA5344	core
PA5345	core
PA5346	core
PA5347	core
PA5348	core
PA5349	core
PA5350	core
PA5351	core
PA5352	core
PA5353	core
PA5354	core
PA5355	core
PA5356	core
PA5357	core
PA5358	core
PA5359	core
PA5360	core
PA5361	core
PA5362	core
PA5363	core
PA5364	core
PA5365	core
PA5366	core
PA5367	core
PA5368	core
PA5369	core
PA5370	core
PA5371	core
PA5372	core
PA5373	core
PA5374	core
PA5375	core
PA5376	core
PA5377	core
PA5378	core
PA5379	core
PA5380	core
PA5381	core
PA5382	core
PA5383	core
PA5384	core
PA5385	core
PA5386	core
PA5387	core
PA5388	core
PA5389	core
PA5390	core
PA5391	core
PA5392	core
PA5393	core
PA5394	core
PA5395	core
PA5396	core
PA5397	core
PA5398	core
PA5399	core
PA5400	core
PA5401	core
PA5402	core
PA5403	core
PA5404	core
PA5405	core
PA5406	core
PA5407	core
PA5408	core
PA5409	core
PA5410	core
PA5411	core
PA5412	core
PA5413	core
PA5414	core
PA5415	core
PA5416	core
PA5417	core
PA5418	core
PA5419	core
PA5420	core
PA5421	core
PA5422	core
PA5423	core
PA5424	core
PA5425	core
PA5426	core
PA5427	core
PA5428	core
PA5429	core
PA5430	core
PA5431	core
PA5432	core
PA5433	core
PA5434	core
PA5435	core
PA5436	core
PA5437	core
PA5438	core
PA5439	core
PA5440	core
PA5441	core
PA5442	core
PA5443	core
PA5444	core
PA5445	core
PA5446	core
PA5447	core
PA5448	core
PA5449	core
PA5450	core
PA5451	core
PA5452	core
PA5453	core
PA5454	core
PA5455	core
PA5456	core
PA5457	core
PA5458	core
PA5459	core
PA5460	core
PA5461	core
PA5462	core
PA5463	core
PA5464	core
PA5465	core
PA5466	core
PA5467	core
PA5468	core
PA5469	core
PA5470	core
PA5471	core
PA5472	core
PA5473	core
PA5474	core
PA5475	core
PA5476	core
PA5477	core
PA5478	core
PA5479	core
PA5480	core
PA5481	core
PA5482	core
PA5483	core
PA5484	core
PA5485	core
PA5486	core
PA5487	core
PA5488	core
PA5489	core
PA5490	core
PA5491	core
PA5492	core
PA5493	core
PA5494	core
PA5495	core
PA5496	core
PA5497	core
PA5498	core
PA5499	core
PA5500	core
PA5501	core
PA5502	core
PA5503	core
PA5504	core
PA5505	core
PA5506	core
PA5507	core
PA5508	core
PA5509	core
PA5510	core
PA5511	core
PA5512	core
PA5513	core
PA5514	core
PA5515	core
PA5516	core
PA5517	core
PA5518	core
PA5519	core
PA5520	core
PA5521	core
PA5522	core
PA5523	core
PA5524	core
PA5525	core
PA5526	core
PA5527	core
PA5528	core
PA5529	core
PA5530	core
PA5531	core
PA5532	core
PA5533	core
PA5534	core
PA5535	core
PA5536	core
PA5537	core
PA5538	core
PA5539	core
PA5540	core
PA5541	core
PA5542	core
PA5543	core
PA5544	core
PA5545	core
PA5546	core
PA5547	core
PA5548	core
PA5549	core
PA5550	core
PA5551	core
PA5552	core
PA5553	core
PA5554	core
PA5555	core
PA5556	core
PA5557	core
PA5558	core
PA5559	core
PA5560	core
PA5561	core
PA5562	core
PA5563	core
PA5564	core
PA5565	core
PA5566	core
PA5567	core
PA5568	core
PA5569	core
PA5570	accessory
