"operon-id","operon_name","locus_tag","start","end","strand","gene_name","source_database","pmid"
"operon-552","PA2635-PA2636","PA2635",2979530,2981548,1,"","DOOR",18988623
"operon-552","PA2635-PA2636","PA2636",2981627,2982181,1,"","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2637",2982781,2983194,1,"nuoA","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2638",2983205,2983882,1,"nuoB","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2639",2983963,2985744,1,"nuoD","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2640",2985746,2986246,1,"nuoE","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2641",2986243,2987589,1,"nuoF","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2642",2987721,2990438,1,"nuoG","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2643",2990435,2991430,1,"nuoH","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2644",2991442,2991990,1,"nuoI","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2645",2992002,2992502,1,"nuoJ","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2646",2992548,2992856,1,"nuoK","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2647",2992853,2994700,1,"nuoL","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2648",2994728,2996257,1,"nuoM","DOOR",18988623
"operon-553","nuoA-nuoB-nuoD-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN","PA2649",2996265,2997725,1,"nuoN","DOOR",18988623
"operon-554","PA2659-PA2658-PA2657-PA2656","PA2656",3006005,3007342,-1,"bqsS","DOOR",18988623
"operon-554","PA2659-PA2658-PA2657-PA2656","PA2657",3007339,3008010,-1,"bqsR","DOOR",18988623
"operon-554","PA2659-PA2658-PA2657-PA2656","PA2658",3008010,3008324,-1,"","DOOR",18988623
"operon-554","PA2659-PA2658-PA2657-PA2656","PA2659",3008324,3008632,-1,"","DOOR",18988623
"operon-555","PA2660-PA2661","PA2660",3008847,3009929,1,"","DOOR",18988623
"operon-555","PA2660-PA2661","PA2661",3009956,3010849,1,"","DOOR",18988623
"operon-556","ppyR-PA2662","PA2662",3011100,3012293,-1,"","DOOR",18988623
"operon-556","ppyR-PA2662","PA2663",3012280,3012537,-1,"ppyR","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2669",3017234,3017818,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2670",3017818,3018804,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2671",3018848,3019927,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2672",3019917,3020507,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2673",3020504,3020929,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2674",3020929,3021339,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2675",3021308,3021742,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2676",3021796,3022983,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2677",3022988,3024715,-1,"","DOOR",18988623
"operon-557","PA2678-PA2677-PA2676-PA2675-PA2674-PA2673-PA2672-PA2671-PA2670-PA2669","PA2678",3024705,3025508,-1,"","DOOR",18988623
"operon-558","PA2680-PA2681","PA2680",3027078,3028052,1,"","DOOR",18988623
"operon-558","PA2680-PA2681","PA2681",3028075,3029004,1,"","DOOR",18988623
"operon-559","pfeR-pfeS","PA2686",3037886,3038803,1,"pfeR","DOOR",18988623
"operon-559","pfeR-pfeS","PA2687",3038803,3040143,1,"pfeS","DOOR",18988623
"operon-560","pfeA-PA2689","PA2688",3040242,3042482,1,"pfeA","DOOR",18988623
"operon-560","pfeA-PA2689","PA2689",3042502,3043416,1,"pfeE","DOOR",18988623
"operon-561","PA2695-PA2694","PA2694",3047644,3047970,-1,"trx2","DOOR",18988623
"operon-561","PA2695-PA2694","PA2695",3048051,3049154,-1,"","DOOR",18988623
"operon-562","PA2698-PA2697","PA2697",3050331,3050612,-1,"","DOOR",18988623
"operon-562","PA2698-PA2697","PA2698",3050669,3051349,-1,"","DOOR",18988623
"operon-563","PA2699-opdB-PA2701","PA2699",3051957,3053795,1,"","DOOR",18988623
"operon-563","PA2699-opdB-PA2701","PA2700",3053844,3055151,1,"opdB","DOOR",18988623
"operon-563","PA2699-opdB-PA2701","PA2701",3055154,3056743,1,"","DOOR",18988623
"operon-564","tse2-tsi2","PA2702",3056890,3057366,1,"tse2","DOOR",18988623
"operon-564","tse2-tsi2","PA2703",3057376,3057609,1,"tsi2","DOOR",18988623
"operon-565","PA2707-PA2706-PA2705","PA2705",3059035,3060216,-1,"","DOOR",18988623
"operon-565","PA2707-PA2706-PA2705","PA2706",3060265,3060660,-1,"","DOOR",18988623
"operon-565","PA2707-PA2706-PA2705","PA2707",3060725,3061570,-1,"","DOOR",18988623
"operon-566","cysK-PA2710","PA2709",3062939,3063913,1,"cysK","DOOR",18988623
"operon-566","cysK-PA2710","PA2710",3063972,3064586,1,"","DOOR",18988623
"operon-567","PA2714-PA2715","PA2714",3068040,3070349,1,"","DOOR",18988623
"operon-567","PA2714-PA2715","PA2715",3070366,3070704,1,"","DOOR",18988623
"operon-568","PA2722-PA2723-PA2724-PA2725-PA2726-PA2727-PA2728-PA2729","PA2722",3075922,3076314,1,"","DOOR",18988623
"operon-568","PA2722-PA2723-PA2724-PA2725-PA2726-PA2727-PA2728-PA2729","PA2723",3076344,3076622,1,"","DOOR",18988623
"operon-568","PA2722-PA2723-PA2724-PA2725-PA2726-PA2727-PA2728-PA2729","PA2724",3076697,3077236,1,"","DOOR",18988623
"operon-568","PA2722-PA2723-PA2724-PA2725-PA2726-PA2727-PA2728-PA2729","PA2725",3077312,3079195,1,"","DOOR",18988623
"operon-568","PA2722-PA2723-PA2724-PA2725-PA2726-PA2727-PA2728-PA2729","PA2726",3079197,3079835,1,"","DOOR",18988623
"operon-568","PA2722-PA2723-PA2724-PA2725-PA2726-PA2727-PA2728-PA2729","PA2727",3079850,3083482,1,"","DOOR",18988623
"operon-568","PA2722-PA2723-PA2724-PA2725-PA2726-PA2727-PA2728-PA2729","PA2728",3083485,3086145,1,"","DOOR",18988623
"operon-568","PA2722-PA2723-PA2724-PA2725-PA2726-PA2727-PA2728-PA2729","PA2729",3086142,3087491,1,"","DOOR",18988623
"operon-569","PA2733-PA2732","PA2732",3090221,3093661,-1,"","DOOR",18988623
"operon-569","PA2733-PA2732","PA2733",3093658,3094185,-1,"","DOOR",18988623
"operon-570","pheS-pheT-himA","PA2738",3099810,3100112,-1,"himA","DOOR",18988623
"operon-570","pheS-pheT-himA","PA2739",3100116,3102494,-1,"pheT","DOOR",18988623
"operon-570","pheS-pheT-himA","PA2740",3102529,3103545,-1,"pheS","DOOR",18988623
"operon-571","thrS-infC-rpmI-rplT","PA2741",3103643,3103999,-1,"rplT","DOOR",18988623
"operon-571","thrS-infC-rpmI-rplT","PA2742",3104023,3104217,-1,"rpmI","DOOR",18988623
"operon-571","thrS-infC-rpmI-rplT","PA2743",3104279,3104830,-1,"infC","DOOR",18988623
"operon-571","thrS-infC-rpmI-rplT","PA2744",3104830,3106752,-1,"thrS","DOOR",18988623
"operon-572","endA-PA2750","PA2749",3110901,3111614,1,"endA","DOOR",18988623
"operon-572","endA-PA2750","PA2750",3111633,3112151,1,"","DOOR",18988623
"operon-573","PA2767-PA2768","PA2767",3126252,3127220,1,"","DOOR",18988623
"operon-573","PA2767-PA2768","PA2768",3127226,3127708,1,"","DOOR",18988623
"operon-574","PA2770-PA2769","PA2769",3127860,3128270,-1,"","DOOR",18988623
"operon-574","PA2770-PA2769","PA2770",3128292,3129071,-1,"","DOOR",18988623
"operon-575","PA2775-PA2774","PA2774",3132229,3132816,-1,"tse4","DOOR",18988623
"operon-575","PA2775-PA2774","PA2775",3132821,3133258,-1,"tsi4","DOOR",18988623
"operon-576","PA2779-PA2778","PA2778",3136082,3136963,-1,"","DOOR",18988623
"operon-576","PA2779-PA2778","PA2779",3137044,3137442,-1,"","DOOR",18988623
"operon-577","PA2780-PA2781","PA2780",3137850,3138194,1,"bswR","DOOR",18988623
"operon-577","PA2780-PA2781","PA2781",3138191,3138532,1,"","DOOR",18988623
"operon-578","PA2782-PA2783","PA2782",3139011,3139670,1,"bamI","DOOR",18988623
"operon-578","PA2782-PA2783","PA2783",3139748,3141547,1,"mep72","DOOR",18988623
"operon-579","PA2784-PA2785","PA2784",3141719,3142276,1,"","DOOR",18988623
"operon-579","PA2784-PA2785","PA2785",3142285,3142503,1,"","DOOR",18988623
"operon-580","PA2798-PA2797","PA2797",3154593,3155075,-1,"","DOOR",18988623
"operon-580","PA2798-PA2797","PA2798",3155072,3156256,-1,"","DOOR",18988623
"operon-581","PA2803-PA2804","PA2803",3158926,3159669,1,"","DOOR",18988623
"operon-581","PA2803-PA2804","PA2804",3159666,3160247,1,"","DOOR",18988623
"operon-582","copR-copS","PA2809",3162705,3163385,1,"copR","DOOR",18988623
"operon-582","copR-copS","PA2810",3163382,3164713,1,"copS","DOOR",18988623
"operon-583","PA2813-PA2812-PA2811","PA2811",3164763,3165542,-1,"","DOOR",18988623
"operon-583","PA2813-PA2812-PA2811","PA2812",3165539,3166471,-1,"","DOOR",18988623
"operon-583","PA2813-PA2812-PA2811","PA2813",3166547,3167167,-1,"","DOOR",18988623
"operon-584","PA2819.3-PA2819.2","PA2819.2",3173759,3173834,-1,"","DOOR",18988623
"operon-584","PA2819.3-PA2819.2","PA2819.3",3173837,3173912,-1,"","DOOR",18988623
"operon-585","PA2823-PA2822","PA2822",3175638,3176120,-1,"","DOOR",18988623
"operon-585","PA2823-PA2822","PA2823",3176117,3177007,-1,"","DOOR",18988623
"operon-586","PA2826-ospR","PA2825",3179469,3179960,-1,"ospR","DOOR",18988623
"operon-586","PA2826-ospR","PA2826",3179957,3180442,-1,"","DOOR",18988623
"operon-587","PA2828-PA2829","PA2828",3181137,3182348,1,"","DOOR",18988623
"operon-587","PA2828-PA2829","PA2829",3182400,3182852,1,"","DOOR",18988623
"operon-588","PA2835-PA2836-PA2837-PA2838","PA2835",3187546,3189138,1,"","DOOR",18988623
"operon-588","PA2835-PA2836-PA2837-PA2838","PA2836",3189150,3190214,1,"","DOOR",18988623
"operon-588","PA2835-PA2836-PA2837-PA2838","PA2837",3190211,3191650,1,"","DOOR",18988623
"operon-588","PA2835-PA2836-PA2837-PA2838","PA2838",3191687,3192658,1,"","DOOR",18988623
"operon-41791","ohrR-ohr operon","PA2849",3203398,3203853,1,"ohrR","PseudoCAP",20139188
"operon-41791","ohrR-ohr operon","PA2850",3203998,3204426,1,"ohr","PseudoCAP",20139188
"operon-41792","ohr operon","PA2850",3203998,3204426,1,"ohr","PseudoCAP",20139188
"operon-589","tesA-PA2855-PA2854","PA2854",3207290,3208261,-1,"","DOOR",18988623
"operon-589","tesA-PA2855-PA2854","PA2855",3208339,3208617,-1,"","DOOR",18988623
"operon-589","tesA-PA2855-PA2854","PA2856",3208673,3209278,-1,"tesA","DOOR",18988623
"operon-590","PA2857-PA2858-greB","PA2857",3209289,3209972,1,"","DOOR",18988623
"operon-590","PA2857-PA2858-greB","PA2858",3209981,3212473,1,"","DOOR",18988623
"operon-590","PA2857-PA2858-greB","PA2859",3212525,3213031,1,"greB","DOOR",18988623
"operon-41790","lipA","PA2862",3214282,3215217,1,"lipA","PseudoCAP",21478360
"operon-591","PA2869-PA2870","PA2869",3221652,3222140,1,"","DOOR",18988623
"operon-591","PA2869-PA2870","PA2870",3222150,3223727,1,"","DOOR",18988623
"operon-592","PA2875-PA2874-PA2873-PA2872","PA2872",3224614,3225384,-1,"","DOOR",18988623
"operon-592","PA2875-PA2874-PA2873-PA2872","PA2873",3225381,3227387,-1,"tgpA","DOOR",18988623
"operon-592","PA2875-PA2874-PA2873-PA2872","PA2874",3227384,3228337,-1,"","DOOR",18988623
"operon-592","PA2875-PA2874-PA2873-PA2872","PA2875",3228337,3229254,-1,"","DOOR",18988623
"operon-593","PA2882-PA2881","PA2881",3233343,3234254,-1,"","DOOR",18988623
"operon-593","PA2882-PA2881","PA2882",3234256,3235371,-1,"","DOOR",18988623
"operon-594","atuB-atuC","PA2887",3239711,3240589,1,"atuB","DOOR",18988623
"operon-594","atuB-atuC","PA2888",3240591,3242207,1,"atuC","DOOR",18988623
"operon-595","atuD-atuE-atuF-atuG","PA2889",3242324,3243484,1,"atuD","DOOR",18988623
"operon-595","atuD-atuE-atuF-atuG","PA2890",3243505,3244299,1,"atuE","DOOR",18988623
"operon-595","atuD-atuE-atuF-atuG","PA2891",3244345,3246330,1,"atuF","DOOR",18988623
"operon-595","atuD-atuE-atuF-atuG","PA2892",3246382,3247206,1,"atuG","DOOR",18988623
"operon-596","PA2896-PA2895","PA2895",3249977,3250741,-1,"sbrR","DOOR",18988623
"operon-596","PA2896-PA2895","PA2896",3250738,3251322,-1,"sbrI","DOOR",18988623
"operon-597","PA2899-PA2898","PA2898",3253312,3253680,-1,"","DOOR",18988623
"operon-597","PA2899-PA2898","PA2899",3253766,3254404,-1,"atvR","DOOR",18988623
"operon-598","PA2902-PA2901-PA2900","PA2900",3254598,3255407,-1,"","DOOR",18988623
"operon-598","PA2902-PA2901-PA2900","PA2901",3255407,3255766,-1,"","DOOR",18988623
"operon-598","PA2902-PA2901-PA2900","PA2902",3255763,3256611,-1,"","DOOR",18988623
"operon-599","PA2906-cobH-cobI-cobJ","PA2903",3256681,3258360,-1,"cobJ","DOOR",18988623
"operon-599","PA2906-cobH-cobI-cobJ","PA2904",3258353,3259105,-1,"cobI","DOOR",18988623
"operon-599","PA2906-cobH-cobI-cobJ","PA2905",3259102,3259728,-1,"cobH","DOOR",18988623
"operon-599","PA2906-cobH-cobI-cobJ","PA2906",3259725,3261185,-1,"","DOOR",18988623
"operon-600","cobL-cbiD-PA2909","PA2907",3261522,3262769,1,"cobL","DOOR",18988623
"operon-600","cobL-cbiD-PA2909","PA2908",3262762,3263862,1,"cbiD","DOOR",18988623
"operon-600","cobL-cbiD-PA2909","PA2909",3263859,3264587,1,"","DOOR",18988623
"operon-601","PA2911-PA2912-PA2913-PA2914","PA2911",3265848,3268004,1,"","DOOR",18988623
"operon-601","PA2911-PA2912-PA2913-PA2914","PA2912",3268057,3268830,1,"","DOOR",18988623
"operon-601","PA2911-PA2912-PA2913-PA2914","PA2913",3268827,3269798,1,"","DOOR",18988623
"operon-601","PA2911-PA2912-PA2913-PA2914","PA2914",3269795,3270826,1,"","DOOR",18988623
"operon-602","PA2917-PA2916","PA2916",3271813,3272406,-1,"","DOOR",18988623
"operon-602","PA2917-PA2916","PA2917",3272457,3273293,-1,"","DOOR",18988623
"operon-603","PA2918-PA2919","PA2918",3273504,3274277,1,"","DOOR",18988623
"operon-603","PA2918-PA2919","PA2919",3274328,3274585,1,"","DOOR",18988623
"operon-604","PA2922-hisJ-hisQ-hisM-hisP","PA2922",3277409,3278578,1,"","DOOR",18988623
"operon-604","PA2922-hisJ-hisQ-hisM-hisP","PA2923",3278638,3279423,1,"hisJ","DOOR",18988623
"operon-604","PA2922-hisJ-hisQ-hisM-hisP","PA2924",3279479,3280168,1,"hisQ","DOOR",18988623
"operon-604","PA2922-hisJ-hisQ-hisM-hisP","PA2925",3280165,3280878,1,"hisM","DOOR",18988623
"operon-604","PA2922-hisJ-hisQ-hisM-hisP","PA2926",3280899,3281666,1,"hisP","DOOR",18988623
"operon-605","morB-PA2933-cif","PA2932",3287340,3288449,1,"morB","DOOR",18988623
"operon-605","morB-PA2933-cif","PA2933",3288515,3289693,1,"","DOOR",18988623
"operon-605","morB-PA2933-cif","PA2934",3289715,3290674,1,"cif","DOOR",18988623
"operon-606","PA2942-PA2941","PA2941",3297240,3297884,-1,"","DOOR",18988623
"operon-606","PA2942-PA2941","PA2942",3297905,3298921,-1,"","DOOR",18988623
"operon-607","PA2945-cobN","PA2944",3300615,3304361,-1,"cobN","DOOR",18988623
"operon-607","PA2945-cobN","PA2945",3304437,3305564,-1,"","DOOR",18988623
"operon-608","PA2947-cobM","PA2947",3307085,3307513,1,"cobE","DOOR",18988623
"operon-608","PA2947-cobM","PA2948",3307510,3308262,1,"cobM","DOOR",18988623
"operon-609","etfB-etfA","PA2951",3310792,3311721,-1,"etfA","DOOR",18988623
"operon-609","etfB-etfA","PA2952",3311721,3312470,-1,"etfB","DOOR",18988623
"operon-610","PA2956-PA2955-PA2954","PA2954",3314495,3315064,-1,"","DOOR",18988623
"operon-610","PA2956-PA2955-PA2954","PA2955",3315057,3315689,-1,"","DOOR",18988623
"operon-610","PA2956-PA2955-PA2954","PA2956",3315754,3316650,-1,"","DOOR",18988623
"operon-611","fabF1-pabC-PA2963-tmk-holB-pilZ-PA2959","PA2959",3318883,3319659,-1,"","DOOR",18988623
"operon-611","fabF1-pabC-PA2963-tmk-holB-pilZ-PA2959","PA2960",3319674,3320030,-1,"pilZ","DOOR",18988623
"operon-611","fabF1-pabC-PA2963-tmk-holB-pilZ-PA2959","PA2961",3320064,3321050,-1,"holB","DOOR",18988623
"operon-611","fabF1-pabC-PA2963-tmk-holB-pilZ-PA2959","PA2962",3321043,3321675,-1,"tmk","DOOR",18988623
"operon-611","fabF1-pabC-PA2963-tmk-holB-pilZ-PA2959","PA2963",3321704,3322753,-1,"","DOOR",18988623
"operon-611","fabF1-pabC-PA2963-tmk-holB-pilZ-PA2959","PA2964",3322759,3323574,-1,"pabC","DOOR",18988623
"operon-611","fabF1-pabC-PA2963-tmk-holB-pilZ-PA2959","PA2965",3323574,3324818,-1,"fabF1","DOOR",18988623
"operon-612","fabD-fabG","PA2967",3325379,3326122,-1,"fabG","DOOR",18988623
"operon-612","fabD-fabG","PA2968",3326145,3327083,-1,"fabD","DOOR",18988623
"operon-613","PA2971-rpmF-plsX","PA2969",3327189,3328169,-1,"plsX","DOOR",18988623
"operon-613","PA2971-rpmF-plsX","PA2970",3328203,3328385,-1,"rpmF","DOOR",18988623
"operon-613","PA2971-rpmF-plsX","PA2971",3328399,3328935,-1,"","DOOR",18988623
"operon-614","rluC-PA2974-PA2973","PA2973",3329690,3330670,-1,"","DOOR",18988623
"operon-614","rluC-PA2974-PA2973","PA2974",3330663,3331355,-1,"","DOOR",18988623
"operon-614","rluC-PA2974-PA2973","PA2975",3331348,3332304,-1,"rluC","DOOR",18988623
"operon-615","PA2983-PA2982-lpxK-PA2980-kdsB-ptpA-murB","PA2977",3336212,3337231,-1,"murB","DOOR",18988623
"operon-615","PA2983-PA2982-lpxK-PA2980-kdsB-ptpA-murB","PA2978",3337228,3337692,-1,"ptpA","DOOR",18988623
"operon-615","PA2983-PA2982-lpxK-PA2980-kdsB-ptpA-murB","PA2979",3337692,3338456,-1,"kdsB","DOOR",18988623
"operon-615","PA2983-PA2982-lpxK-PA2980-kdsB-ptpA-murB","PA2980",3338456,3338641,-1,"","DOOR",18988623
"operon-615","PA2983-PA2982-lpxK-PA2980-kdsB-ptpA-murB","PA2981",3338679,3339677,-1,"lpxK","DOOR",18988623
"operon-615","PA2983-PA2982-lpxK-PA2980-kdsB-ptpA-murB","PA2982",3339677,3340117,-1,"","DOOR",18988623
"operon-615","PA2983-PA2982-lpxK-PA2980-kdsB-ptpA-murB","PA2983",3340114,3340749,-1,"","DOOR",18988623
"operon-616","PA2988-PA2987-PA2986","PA2986",3343799,3345100,-1,"lolC","DOOR",18988623
"operon-616","PA2988-PA2987-PA2986","PA2987",3345113,3345796,-1,"lolD","DOOR",18988623
"operon-616","PA2988-PA2987-PA2986","PA2988",3345789,3347039,-1,"lolE","DOOR",18988623
"operon-617","nqrA-nqrB-nqrC-nqrD-nqrE-nqrF-PA2993-PA2992","PA2992",3350411,3350638,-1,"","DOOR",18988623
"operon-617","nqrA-nqrB-nqrC-nqrD-nqrE-nqrF-PA2993-PA2992","PA2993",3350635,3351663,-1,"","DOOR",18988623
"operon-617","nqrA-nqrB-nqrC-nqrD-nqrE-nqrF-PA2993-PA2992","PA2994",3351656,3352879,-1,"nqrF","DOOR",18988623
"operon-617","nqrA-nqrB-nqrC-nqrD-nqrE-nqrF-PA2993-PA2992","PA2995",3352890,3353498,-1,"nqrE","DOOR",18988623
"operon-617","nqrA-nqrB-nqrC-nqrD-nqrE-nqrF-PA2993-PA2992","PA2996",3353498,3354172,-1,"nqrD","DOOR",18988623
"operon-617","nqrA-nqrB-nqrC-nqrD-nqrE-nqrF-PA2993-PA2992","PA2997",3354169,3354954,-1,"nqrC","DOOR",18988623
"operon-617","nqrA-nqrB-nqrC-nqrD-nqrE-nqrF-PA2993-PA2992","PA2998",3354947,3356158,-1,"nqrB","DOOR",18988623
"operon-617","nqrA-nqrB-nqrC-nqrD-nqrE-nqrF-PA2993-PA2992","PA2999",3356162,3357499,-1,"nqrA","DOOR",18988623
"operon-618","mfd-PA3003","PA3002",3360875,3364321,1,"mfd","DOOR",18988623
"operon-618","mfd-PA3003","PA3003",3364332,3364961,1,"","DOOR",18988623
"operon-619","nagZ-PA3004","PA3004",3365007,3365744,-1,"","DOOR",18988623
"operon-619","nagZ-PA3004","PA3005",3365756,3366754,-1,"nagZ","DOOR",18988623
"operon-620","lexA-PA3008","PA3007",3367903,3368517,1,"lexA","DOOR",18988623
"operon-620","lexA-PA3008","PA3008",3368529,3369014,1,"sulA","DOOR",18988623
"operon-621","faoA-foaB","PA3013",3373254,3374429,-1,"faoB","DOOR",18988623
"operon-41780","fadBA5 beta-oxidation operon","PA3013",3373254,3374429,-1,"faoB","PseudoCAP",18524913
"operon-621","faoA-foaB","PA3014",3374460,3376607,-1,"faoA","DOOR",18988623
"operon-41780","fadBA5 beta-oxidation operon","PA3014",3374460,3376607,-1,"faoA","PseudoCAP",18524913
"operon-622","PA3020-PA3021","PA3020",3381963,3383891,1,"","DOOR",18988623
"operon-622","PA3020-PA3021","PA3021",3383948,3384334,1,"","DOOR",18988623
"operon-623","PA3026-PA3025-PA3024","PA3024",3386270,3387829,-1,"","DOOR",18988623
"operon-623","PA3026-PA3025-PA3024","PA3025",3387850,3389430,-1,"","DOOR",18988623
"operon-623","PA3026-PA3025-PA3024","PA3026",3389436,3391031,-1,"","DOOR",18988623
"operon-624","moaB2-moeA2","PA3028",3392268,3393485,-1,"moeA2","DOOR",18988623
"operon-624","moaB2-moeA2","PA3029",3393482,3394021,-1,"moaB2","DOOR",18988623
"operon-625","PA3034-PA3033","PA3033",3397096,3397374,-1,"","DOOR",18988623
"operon-625","PA3034-PA3033","PA3034",3397381,3397938,-1,"","DOOR",18988623
"operon-626","PA3035-PA3036-PA3037","PA3035",3398104,3398700,1,"","DOOR",18988623
"operon-626","PA3035-PA3036-PA3037","PA3036",3398717,3399649,1,"","DOOR",18988623
"operon-626","PA3035-PA3036-PA3037","PA3037",3399649,3400515,1,"","DOOR",18988623
"operon-627","PA3040-PA3041-PA3042","PA3040",3403812,3404141,1,"","DOOR",18988623
"operon-627","PA3040-PA3041-PA3042","PA3041",3404145,3404525,1,"","DOOR",18988623
"operon-627","PA3040-PA3041-PA3042","PA3042",3404539,3404862,1,"","DOOR",18988623
"operon-628","rocA2-rocsS2","PA3044",3406321,3408546,-1,"rocsS2","DOOR",18988623
"operon-628","rocA2-rocsS2","PA3045",3408560,3409183,-1,"rocA2","DOOR",18988623
"operon-629","PA3052-PA3053","PA3052",3416061,3417041,1,"","DOOR",18988623
"operon-629","PA3052-PA3053","PA3053",3417113,3418120,1,"","DOOR",18988623
"operon-630","PA3056-PA3055","PA3055",3420309,3420785,-1,"","DOOR",18988623
"operon-630","PA3056-PA3055","PA3056",3420823,3421299,-1,"","DOOR",18988623
"operon-631","pelA-pelB-pelC-pelD-pelE-pelF-pelG","PA3058",3421696,3423066,-1,"pelG","DOOR",18988623
"operon-631","pelA-pelB-pelC-pelD-pelE-pelF-pelG","PA3059",3423068,3424591,-1,"pelF","DOOR",18988623
"operon-631","pelA-pelB-pelC-pelD-pelE-pelF-pelG","PA3060",3424588,3425577,-1,"pelE","DOOR",18988623
"operon-631","pelA-pelB-pelC-pelD-pelE-pelF-pelG","PA3061",3425555,3426922,-1,"pelD","DOOR",18988623
"operon-631","pelA-pelB-pelC-pelD-pelE-pelF-pelG","PA3062",3426928,3427446,-1,"pelC","DOOR",18988623
"operon-631","pelA-pelB-pelC-pelD-pelE-pelF-pelG","PA3063",3427486,3431067,-1,"pelB","DOOR",18988623
"operon-631","pelA-pelB-pelC-pelD-pelE-pelF-pelG","PA3064",3431045,3433891,-1,"pelA","DOOR",18988623
"operon-632","PA3067-PA3066-PA3065","PA3065",3434373,3435359,-1,"","DOOR",18988623
"operon-632","PA3067-PA3066-PA3065","PA3066",3435372,3435944,-1,"","DOOR",18988623
"operon-632","PA3067-PA3066-PA3065","PA3067",3435987,3436430,-1,"","DOOR",18988623
"operon-633","PA3070-PA3071-PA3072-PA3073-PA3074-PA3075-PA3076","PA3070",3442823,3443803,1,"","DOOR",18988623
"operon-633","PA3070-PA3071-PA3072-PA3073-PA3074-PA3075-PA3076","PA3071",3443814,3444752,1,"","DOOR",18988623
"operon-633","PA3070-PA3071-PA3072-PA3073-PA3074-PA3075-PA3076","PA3072",3444749,3445243,1,"","DOOR",18988623
"operon-633","PA3070-PA3071-PA3072-PA3073-PA3074-PA3075-PA3076","PA3073",3445236,3446258,1,"","DOOR",18988623
"operon-633","PA3070-PA3071-PA3072-PA3073-PA3074-PA3075-PA3076","PA3074",3446255,3448015,1,"","DOOR",18988623
"operon-633","PA3070-PA3071-PA3072-PA3073-PA3074-PA3075-PA3076","PA3075",3448012,3449643,1,"","DOOR",18988623
